"Date";"CampaignId";"CampaignName";"AdSetId";"AdsetName";"AdId";"AdName";"DeviceTypeId";"Clicks";"Shows";"Budget";"JActions"
01.10.2020;23845631741510291;"CampaignName_91";23845631741550291;"AdsetName_7";23845631741450291;"AdName_15";2;0,0;73,0;10,48;"[
  {
    ""action_type"": ""video_view"",
    ""value"": 11
  },
  {
    ""action_type"": ""post_engagement"",
    ""value"": 11
  },
  {
    ""action_type"": ""page_engagement"",
    ""value"": 11
  }
]"
01.10.2020;23845631741510291;"CampaignName_91";23845631741550291;"AdsetName_7";23845631741460291;"AdName_11";2;0,0;120,0;3,821;"[
  {
    ""action_type"": ""video_view"",
    ""value"": 5
  },
  {
    ""action_type"": ""post_engagement"",
    ""value"": 5
  },
  {
    ""action_type"": ""page_engagement"",
    ""value"": 5
  }
]"
01.10.2020;23845631741510291;"CampaignName_91";23845631741550291;"AdsetName_7";23845631741460291;"AdName_11";3;0,0;3,0;0,082;null
01.10.2020;23845631741510291;"CampaignName_91";23845631741550291;"AdsetName_7";23845631741460291;"AdName_11";2;0,0;301,0;8,495;"[
  {
    ""action_type"": ""video_view"",
    ""value"": 10
  },
  {
    ""action_type"": ""post_engagement"",
    ""value"": 10
  },
  {
    ""action_type"": ""page_engagement"",
    ""value"": 10
  }
]"
01.10.2020;23845631741510291;"CampaignName_91";23845631741550291;"AdsetName_7";23845631741470291;"AdName_17";2;43,0;5612,0;935,079;"[
  {
    ""action_type"": ""landing_page_view"",
    ""value"": 33
  },
  {
    ""action_type"": ""link_click"",
    ""value"": 41
  },
  {
    ""action_type"": ""video_view"",
    ""value"": 1036
  },
  {
    ""action_type"": ""post_engagement"",
    ""value"": 1077
  },
  {
    ""action_type"": ""page_engagement"",
    ""value"": 1077
  }
]"
01.10.2020;23845631741510291;"CampaignName_91";23845631741550291;"AdsetName_7";23845631741470291;"AdName_17";3;0,0;19,0;2,526;"[
  {
    ""action_type"": ""video_view"",
    ""value"": 5
  },
  {
    ""action_type"": ""post_engagement"",
    ""value"": 5
  },
  {
    ""action_type"": ""page_engagement"",
    ""value"": 5
  }
]"
01.10.2020;23845631741510291;"CampaignName_91";23845631741550291;"AdsetName_7";23845631741470291;"AdName_17";3;0,0;9,0;5,379;"[
  {
    ""action_type"": ""video_view"",
    ""value"": 3
  },
  {
    ""action_type"": ""post_engagement"",
    ""value"": 3
  },
  {
    ""action_type"": ""page_engagement"",
    ""value"": 3
  }
]"
01.10.2020;23845631741510291;"CampaignName_91";23845631741550291;"AdsetName_7";23845631741470291;"AdName_17";2;27,0;3540,0;588,006;"[
  {
    ""action_type"": ""landing_page_view"",
    ""value"": 19
  },
  {
    ""action_type"": ""link_click"",
    ""value"": 26
  },
  {
    ""action_type"": ""video_view"",
    ""value"": 527
  },
  {
    ""action_type"": ""post_engagement"",
    ""value"": 553
  },
  {
    ""action_type"": ""page_engagement"",
    ""value"": 553
  }
]"
01.10.2020;23845631741510291;"CampaignName_91";23845631741550291;"AdsetName_7";23845631741470291;"AdName_17";0;0,0;1,0;0,066;null
01.10.2020;23845631741510291;"CampaignName_91";23845631741550291;"AdsetName_7";23845631741480291;"AdName_13";2;412,0;32207,0;7419,02;"[
  {
    ""action_type"": ""landing_page_view"",
    ""value"": 344
  },
  {
    ""action_type"": ""link_click"",
    ""value"": 392
  },
  {
    ""action_type"": ""post"",
    ""value"": 6
  },
  {
    ""action_type"": ""video_view"",
    ""value"": 14587
  },
  {
    ""action_type"": ""post_engagement"",
    ""value"": 14985
  },
  {
    ""action_type"": ""page_engagement"",
    ""value"": 14985
  }
]"
